zid,Lat,Lng,Price,Bedrooms,Bathrooms,constructedArea,zipCode,hasGarage,hasPool,hasCooling,hasView,yearBuilt,stories,parkingSpaces,annualHOI,schoolElemRating,schoolElemDist,schoolMidRating,schoolMidDist,schoolHighRating,schoolHighDist,priceIncreased,priceDiff,days,lotAreaSQFT,Address,lotArea,Image,CountyId,taxRate,annualHOA
27582364,29.686329,-95.6739,318900,4,3,3312,77083,1,0,1,0,1997,2,2,1386,6,0.3,4,0.5,4,1.4,1,328500,6852,6507.864,"8230 Soledad Dr, Houston, TX 77083",6507.864,https://photos.zillowstatic.com/fp/7d35fea3504ee99956b6f747530eaaa0-p_e.jpg,2698,2.41,$450 annually
27582859,29.694056,-95.68334,240000,3,2,1226,77083,1,0,1,0,1981,2,2,1008,5,0.2,7,2.9,4,0.8,1,80100,272,6991.38,"7430 Tetela Dr, Houston, TX 77083",6991.38,https://photos.zillowstatic.com/fp/7a5de50f4bdd213c8807510b4660324a-p_e.jpg,2698,2.41,$400 annually
27583170,29.692587,-95.68385,238000,3,2,1432,77083,1,0,1,0,1983,1,1,1000,5,0.2,7,2.9,4,0.8,1,155500,3805,8032.464,"7503 Sorbete Dr, Houston, TX 77083",8032.464,https://photos.zillowstatic.com/fp/50880e0093390659edf2e3a9442aaa2b-p_e.jpg,2698,2.41,$330 annually
27583212,29.690262,-95.681046,209000,3,2,1464,77083,1,0,1,0,1983,1,2,878,5,0.4,7,3,4,1,0,0,12942,5675.868,"7806 Tierra Verde Dr, Houston, TX 77083",5675.868,https://photos.zillowstatic.com/fp/b9b2837869a897aa4b79f7b32e8d4ae0-p_e.jpg,2698,2.41,$350 annually
27589407,29.683489,-95.646164,295970,4,2,2243,77083,1,1,1,0,1982,1,2,1243,6,1.4,4,1.8,6,2.5,0,0,0,7710.12,"14715 Earlswood Dr, Houston, TX 77083",7710.12,https://photos.zillowstatic.com/fp/41c9b0c2310226a06315a693ddf4bb99-p_e.jpg,2698,2.41,$350 annually
27589477,29.680353,-95.6465,345000,4,2,2045,77083,1,1,1,0,1982,1,2,1449,5,0.3,4,1.8,6,2.3,0,0,0,8820.9,"9106 Sabastian Dr, Houston, TX 77083",8820.9,https://photos.zillowstatic.com/fp/f4508d1ac39343a771664ab0bdcfcd4c-p_e.jpg,2698,2.41,$300 annually
27589758,29.681067,-95.65266,335000,4,3,2564,77083,1,0,1,0,1987,2,2,1407,6,1.1,4,1.4,6,2.4,1,130500,1308,8377,"8918 High Haven Dr, Houston, TX 77083",8377,https://photos.zillowstatic.com/fp/c2c7dd2feddbff309cf4cea99e9e380b-p_e.jpg,2698,2.41,$350 annually
27590469,29.577105,-95.51545,264900,3,2,1570,77489,1,0,1,0,1979,1,2,1113,3,2.5,3,2.7,2,2.2,0,0,9598,6525.288,"8423 Bird Meadow Ln, Missouri City, TX 77489",6525.288,https://photos.zillowstatic.com/fp/231a12910c68e5b2450a89a135ea5b1b-p_e.jpg,2698,2.41,$385 annually
27590477,29.576557,-95.515,209000,3,4,1570,77489,1,0,1,0,1979,1,2,878,3,2.5,3,2.7,2,2.1,0,-16000,7225,6229.08,"17123 Quail Park Dr, Missouri City, TX 77489",6229.08,https://photos.zillowstatic.com/fp/990d03ffc12c557cad34c6a175191cc0-p_e.jpg,2698,2.41,$400 annually
27590519,29.575148,-95.515465,247995,3,2,1550,77489,1,0,1,0,1979,1,2,1042,3,2.5,3,2.7,2,2.2,1,113995,120,6451.236,"8418 Bird Run Dr, Missouri City, TX 77489",6451.236,https://photos.zillowstatic.com/fp/a148da005ea12bb5b3cecf69c06a63dd-p_e.jpg,2698,2.41,$385 annually
27592110,29.583775,-95.51674,280000,4,3,2836,77489,1,0,1,0,1978,2,2,1176,5,1.1,4,2.5,3,1.7,1,155000,4461,7200.468,"16723 Lost Quail Dr, Missouri City, TX 77489",7200.468,https://photos.zillowstatic.com/fp/7692b3a001d476ead3c54b5551bea4fb-p_e.jpg,2698,2.41,$357 annually
27592282,29.587103,-95.51736,250000,4,3,2296,77489,1,0,1,0,1979,2,2,1050,4,0.9,4,2.3,3,1.5,1,142000,3581,6298.776,"16510 Lost Quail Dr, Missouri City, TX 77489",6298.776,https://photos.zillowstatic.com/fp/c50dcbb6ea187cde5dd2e2e5f7c15c03-p_e.jpg,2698,2.41,$450 annually
27600566,29.59689,-95.46999,249900,3,2,1918,77053,1,0,1,0,1978,1,2,1050,6,0.4,3,0.7,2,1,0,0,0,9818.424,"15803 Lenclaire Dr, Houston, TX 77053",9818.424,https://photos.zillowstatic.com/fp/96fe5dedbc8df91dff40ce7025cefeff-p_e.jpg,2698,2.41,$185 annually
27600881,29.597372,-95.47799,232000,3,2,1876,77053,1,0,1,0,1978,1,2,974,6,0.1,3,0.7,2,0.7,0,0,7325,7074.144,"6215 W Ridgecreek Dr, Houston, TX 77053",7074.144,https://photos.zillowstatic.com/fp/49d21878b16c6ccc2bb5a93569d7fc04-p_e.jpg,2698,2.41,$184 annually
27601532,29.589685,-95.456055,210000,4,2,1252,77053,1,0,1,0,1972,1,2,882,2,0.3,3,1.1,2,1.6,0,0,13561,6912.972,"4827 Ridgestone St, Houston, TX 77053",6912.972,https://photos.zillowstatic.com/fp/31876c40773367e33a54bb7751950b98-p_e.jpg,2698,2.41,
27601618,29.592022,-95.457726,227500,3,2,1081,77053,0,0,1,0,1972,1,0,956,2,0.2,3,1,2,1.6,1,42500,242,6660.324,"5010 Ridgewest St, Houston, TX 77053",6660.324,https://photos.zillowstatic.com/fp/b0704bd75f3e15e1f0a358b70485c276-p_e.jpg,2698,2.41,$250 annually
27602974,29.589619,-95.4518,200000,4,2,1418,77053,1,0,1,0,2006,1,2,840,2,0.5,3,1.3,2,1.9,1,131500,4902,5523.408,"4773 E Ridge Creek Dr, Houston, TX 77053",5523.408,https://photos.zillowstatic.com/fp/38f39b9557f45189f1832b1dde0e3205-p_e.jpg,2698,2.41,
27603008,29.589092,-95.452,229000,3,2,1322,77053,0,0,1,0,1972,1,0,962,2,0.5,3,1.3,2,1.9,1,145000,2731,4639.14,"4819 E Ridge Creek Dr, Houston, TX 77053",4639.14,https://photos.zillowstatic.com/fp/1d7aa7a35a74ae4d4926bd1582b17208-p_e.jpg,2698,2.41,
27740908,29.742191,-95.361755,279900,3,1,1496,77003,1,0,1,0,1917,1,1,1176,4,0.8,3,3.2,2,1.3,0,-20000,62,5000.688,"2116 Hutchins St, Houston, TX 77003",5000.688,https://photos.zillowstatic.com/fp/d65a7e27d5e93e9627f28eb4308a05de-p_e.jpg,1090,2.29,
27740966,29.742243,-95.34549,550000,7,5,900,77003,0,0,1,0,1930,1,0,2310,4,0.7,4,1.4,2,1.1,0,0,0,7492.32,"3409 Polk St, Houston, TX 77003",7492.32,https://photos.zillowstatic.com/fp/163e97265d9f947654d20cee47fc335b-p_e.jpg,1090,2.29,
27741132,29.774805,-95.35797,399000,3,2,1670,77009,0,0,1,0,1910,1,0,1676,5,0.5,5,0.5,2,0.5,1,10000,797,5000.688,"1612 Chestnut St, Houston, TX 77009",5000.688,https://photos.zillowstatic.com/fp/4fbd0354686cf0083a56d191450601f5-p_e.jpg,1090,2.29,
27741168,29.775473,-95.35917,299000,2,1,1300,77009,0,0,1,0,1915,1,0,1256,8,0.4,5,0.4,2,0.5,1,83000,888,,"1716 Everett St, Houston, TX 77009",,https://photos.zillowstatic.com/fp/a709aa87fa84c7636c5d416540eb3b6f-p_e.jpg,1090,2.29,
27741185,29.77601,-95.35764,299000,4,2,888,77009,0,0,1,0,1910,1,0,1256,8,0.4,5,0.4,2,0.5,0,-130900,1809,5000.688,"1708 Gentry St #A, Houston, TX 77009",5000.688,https://photos.zillowstatic.com/fp/1cce78a750371117aa055113f4ca7e3e-p_e.jpg,1090,2.29,
27741392,29.779293,-95.35922,245000,2,2,1104,77009,1,0,1,0,1940,1,1,1029,8,0.2,5,0.2,2,0.3,0,0,0,4499.748,"2014 Gentry St, Houston, TX 77009",4499.748,https://photos.zillowstatic.com/fp/2e9d7403db41e6557a81ebd215311282-p_e.jpg,1090,2.29,
27741433,29.779991,-95.356224,295000,1,1,984,77009,1,0,1,0,1940,2,2,1239,5,0.2,5,0.1,2,0.2,0,-65000,2195,5253.336,"2007 Cochran St, Houston, TX 77009",5253.336,https://photos.zillowstatic.com/fp/de8c0766581dceb15e7732fdc9c93d78-p_e.jpg,1090,2.29,
27741613,29.780409,-95.35942,320000,4,3,2248,77009,0,0,1,0,1940,1,2,1344,8,0.2,5,0.2,2,0.2,0,-55000,54,5000.688,"2115 Fulton St, Houston, TX 77009",5000.688,https://photos.zillowstatic.com/fp/c81e2363357f45ac95a446a9d857236e-p_e.jpg,1090,2.29,
27741699,29.779554,-95.36477,449000,3,3,1665,77009,1,0,1,0,1910,1,1,1886,8,0.2,5,0.5,2,0.5,1,199100,307,4499.748,"408 Winnie St, Houston, TX 77009",4499.748,https://photos.zillowstatic.com/fp/519dbc87885a653c64bd8e105527a594-p_e.jpg,1090,2.29,
27741818,29.78168,-95.363106,285000,2,1,988,77009,1,0,1,0,1925,1,2,1197,8,0.1,5,0.4,2,0.3,0,-15000,217,3349.764,"2314 Freeman St, Houston, TX 77009",3349.764,https://photos.zillowstatic.com/fp/da5a2fd38b47ed270d7b652e39bc8090-p_e.jpg,1090,2.29,
27742243,29.778612,-95.322205,364900,3,3,1830,77020,1,0,1,0,2022,2,2,1533,7,0.1,3,0.8,2,0.5,0,0,0,2500,"4709 Oats St, Houston, TX 77020",2500,https://photos.zillowstatic.com/fp/3dad0bbb21de7f959dbf322aece882c8-p_e.jpg,1090,2.29,
27742617,29.904688,-95.368744,250000,4,1,1353,77039,0,0,1,0,1966,1,0,1050,999,999,999,999,999,999,0,-19990,144,43560,"13119 Reeveston Rd, Houston, TX 77039",1,https://photos.zillowstatic.com/fp/77b5eff08436054654c74847a662d39d-p_e.jpg,1090,2.29,
27742700,29.908281,-95.37335,325000,3,2,1272,77039,1,0,1,0,1967,1,1,1365,999,999,999,999,999,999,1,175000,2337,19475.676,"13402 E Hardy Rd, Houston, TX 77039",0.4471,https://photos.zillowstatic.com/fp/3c32cf30e456c1c135e4743b0039cfd5-p_e.jpg,1090,2.29,
27743266,29.774729,-95.37066,629000,3,2,2348,77007,0,0,1,0,1906,2,0,2642,6,0.6,6,1.3,5,1.9,1,284000,2452,3750.516,"1312 Shearn St, Houston, TX 77007",3750.516,https://photos.zillowstatic.com/fp/8912acaa8059ad11f28ab999e7917cd2-p_e.jpg,1090,2.29,
27743567,29.765696,-95.38084,578888,2,2,1316,77007,0,0,1,0,1890,1,2,2431,6,0.5,6,1.5,5,2,0,0,0,5000.688,"2206 Lubbock St, Houston, TX 77007",5000.688,https://photos.zillowstatic.com/fp/a6ac7fd40c643fc8ffe76cc188ae8bf8-p_e.jpg,1090,2.29,
27743741,29.766474,-95.37636,600000,4,4,4499,77007,0,0,1,0,1888,2,0,2520,6,0.5,6,1.6,5,2.1,1,302000,1383,5000.688,"1812 Kane St, Houston, TX 77007",5000.688,https://photos.zillowstatic.com/fp/70a6ecdffca318a0075b8a636dab6b82-p_e.jpg,1090,2.29,
27745505,29.765877,-95.408066,730000,2,1,1236,77007,1,0,1,0,1950,1,0,3066,8,1.1,6,2,5,2,1,180000,292,7130.772,"4623 Feagan St, Houston, TX 77007",7130.772,https://photos.zillowstatic.com/fp/5143a4ac6e422cf40b390015c3cf1a77-p_e.jpg,1090,2.29,
27745661,29.768892,-95.40738,618000,3,4,2630,77007,1,0,1,0,2007,3,2,2596,8,1.1,6,1.9,5,1.9,1,73000,2416,1900,"4601 Rose St, Houston, TX 77007",1900,https://photos.zillowstatic.com/fp/1a71ecfd5310c61ffba091b378f6e851-p_e.jpg,1090,2.29,
27745773,29.773947,-95.40698,419900,3,2,1317,77007,1,0,1,0,1925,1,2,1764,8,1.2,6,1.6,5,1.6,0,-175100,125,5100.876,"4517 Maxie St, Houston, TX 77007",5100.876,https://photos.zillowstatic.com/fp/d78bbfee048065551ed7fe78236b8a0e-p_e.jpg,1090,2.29,
27745914,29.769796,-95.3289,449999,3,4,1858,77020,1,0,1,0,2023,3,2,1890,2,0.9,3,1.1,2,0.6,1,349999,2914,1450.548,"4120 Buck St, Houston, TX 77020",1450.548,https://photos.zillowstatic.com/fp/afc24d8750fc3c4fe733d7ea6fc6162e-p_e.jpg,1090,2.29,
27746193,29.725327,-95.35512,475000,3,2,1534,77004,1,0,1,0,2022,1,2,1995,4,0.5,3,2.2,2,0.2,1,425100,3094,3798.432,"3515 Cobb St, Houston, TX 77004",3798.432,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=29.725326538085938,-95.35511779785156&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=UKX2-EfbvEhSGqS4kGkIoD3eRDM=",1090,2.29,
27746223,29.778898,-95.35079,220000,4,1,1064,77026,0,0,1,0,1925,1,0,924,5,0.1,5,0.4,2,0.5,1,30500,216,4700.124,"1915 Elysian St, Houston, TX 77026",4700.124,https://photos.zillowstatic.com/fp/f0842be83429a4c2f1b1719cf453f6cf-p_e.jpg,1090,2.29,
27746296,29.77664,-95.35493,350000,3,2,2048,77009,0,0,1,0,1915,1,0,1470,5,0.2,5,0.4,2,0.5,0,-25000,2292,6512.22,"1707 Gano St, Houston, TX 77009",6512.22,https://photos.zillowstatic.com/fp/374ac313dda2934cda003272a004460c-p_e.jpg,1090,2.29,
27746346,29.77779,-95.35241,245000,3,1,1382,77009,0,0,1,0,1925,1,0,1029,5,0.1,5,0.4,2,0.5,0,-34900,154,4647.852,"1809 McKee St, Houston, TX 77009",4647.852,https://photos.zillowstatic.com/fp/89a44ba7d56de527dd62e06b1232f14a-p_e.jpg,1090,2.29,
27746373,29.777794,-95.35194,275000,4,3,1960,77009,0,0,1,0,1910,1,3,1155,5,0.1,5,0.4,2,0.5,0,-25000,203,4647.852,"1812 McKee St, Houston, TX 77009",4647.852,https://photos.zillowstatic.com/fp/09e6b39bfc971451a2077c4d7f22497b-p_e.jpg,1090,2.29,
27746471,29.751257,-95.39099,700000,3,2,1742,77006,1,0,1,0,1915,2,2,2940,999,999,999,999,999,999,1,101000,2228,3898.62,"911 Bomar St, Houston, TX 77006",3898.62,https://photos.zillowstatic.com/fp/ac44919bcc7f1f479fb6a7395ece17a7-p_e.jpg,1090,2.29,
27746476,29.750996,-95.39074,461700,2,1,,77006,0,0,1,0,1915,1,0,1995,999,999,999,999,999,999,0,0,0,3898.62,"904 Willard St, Houston, TX 77006",3898.62,https://photos.zillowstatic.com/fp/13d188535720fe2287ceb2d339ab6e53-p_e.jpg,1090,2.29,
27746548,29.776463,-95.33335,524999,3,3,2555,77020,1,0,1,0,2022,2,2,2205,7,0.8,3,1.3,2,0.9,1,452999,2030,4399.56,"1617 Capron St, Houston, TX 77020",4399.56,https://photos.zillowstatic.com/fp/4d4315e19dac9d171f2fe96c490c47d7-p_e.jpg,1090,2.29,
27746565,29.779749,-95.33341,379000,3,4,1942,77020,1,0,1,0,2022,2,1,1592,7,0.7,3,1.2,2,1,1,307000,1091,,"1919 Capron St, Houston, TX 77020",,https://photos.zillowstatic.com/fp/ac9c16187ba7f66fc04a5e1a15fa80e3-p_e.jpg,1090,2.29,
27746601,29.776726,-95.332466,299900,6,4,2850,77020,1,0,1,0,1930,1,2,1260,7,0.7,3,1.3,2,0.9,0,-150100,8729,11000,"3712 New Orleans St, Houston, TX 77020",0.252525253,https://photos.zillowstatic.com/fp/7209437e8c42dabcd04fec7129d65178-p_e.jpg,1090,2.29,
27746858,29.904848,-95.42962,225000,3,2,1566,77038,1,0,1,0,1979,2,2,945,999,999,999,999,999,999,0,0,85,3750.516,"9708 Debbie Ln, Houston, TX 77038",3750.516,https://photos.zillowstatic.com/fp/7f03136416e05d3ad7a84bbad086033f-p_e.jpg,1090,2.29,
27747009,29.709902,-95.38064,475000,0,1,1363,77021,0,0,1,0,1940,1,0,1995,5,2,3,1.6,5,3.5,0,-348100,540,7048.008,"2406 Charleston St, Houston, TX 77021",7048.008,https://photos.zillowstatic.com/fp/806e6a4a788b056fd6d729136f07cead-p_e.jpg,1090,2.29,
27747112,29.775297,-95.41482,399950,1,2,784,77007,0,0,1,0,1933,1,0,1680,8,0.7,6,2,5,2.3,0,-50045,87,5349.168,"5223 Inker St, Houston, TX 77007",5349.168,https://photos.zillowstatic.com/fp/fd6daa0e21cd5e7dca2eaaab102f4792-p_e.jpg,1090,2.29,
27747278,29.781116,-95.41577,419000,3,2,1032,77007,1,0,1,0,1940,1,2,1760,4,0.9,6,1.9,3,2.5,1,20000,844,5350,"5239 Kiam St, Houston, TX 77007",5350,https://photos.zillowstatic.com/fp/579bd8c782de386543a302efa02f1297-p_e.jpg,1090,2.29,
27747439,29.780014,-95.4217,639000,3,4,2266,77007,1,0,1,0,2022,2,2,2684,8,0.7,6,2.3,3,2.5,1,49100,154,2687,"5536 Darling St, Houston, TX 77007",2687,https://photos.zillowstatic.com/fp/9216f38eb1d7b31a1e595d3acfdf08c8-p_e.jpg,1090,2.29,
27747782,29.806303,-95.377495,399000,2,1,1498,77009,0,0,1,0,1950,1,2,1676,6,0.5,5,1.3,5,1.2,0,-18250,34,5000.688,"1612 Tabor St, Houston, TX 77009",5000.688,https://photos.zillowstatic.com/fp/996357a0eb28724cc64224e771a92e2c-p_e.jpg,1090,2.29,
27749291,29.779554,-95.30498,240000,3,2,1044,77020,0,0,1,0,1950,1,0,1008,6,0.1,3,0.6,2,1.1,1,144000,4449,4626.072,"515 Rouse St, Houston, TX 77020",4626.072,https://photos.zillowstatic.com/fp/d12c9a540b942b278366c645ed11794a-p_e.jpg,1090,2.29,
27749973,29.731222,-95.32084,295000,2,1,1022,77023,1,0,1,0,1940,1,12,1239,6,0.6,4,0.4,2,0.7,1,185100,8360,5401.44,"5334 Pease St, Houston, TX 77023",5401.44,https://photos.zillowstatic.com/fp/ee496bd9ba0a25dd5422635a0086a548-p_e.jpg,1090,2.29,
27750153,29.804943,-95.38894,599000,3,2,1435,77008,0,0,1,0,1930,1,1,2516,8,0.2,5,0.6,5,0.7,1,179000,601,4782.888,"2012 Sheldon St, Houston, TX 77008",4782.888,https://photos.zillowstatic.com/fp/6e648b556b6534e8f67b9f0b86e6166b-p_e.jpg,1090,2.29,
27750517,29.740139,-95.32976,364900,3,2,1550,77023,1,0,1,0,1948,1,1,1533,4,0.3,4,0.4,2,0.6,0,0,0,5349.168,"4619 McKinney St, Houston, TX 77023",5349.168,https://photos.zillowstatic.com/fp/ef2ec80d6825559b456dbf5e347396e5-p_e.jpg,1090,2.29,
27750568,29.740278,-95.332985,435000,1,1,932,77023,1,0,1,0,1950,2,2,1827,4,0.1,4,0.6,2,0.6,1,95000,639,8250.264,"4429 Woodside St, Houston, TX 77023",8250.264,https://photos.zillowstatic.com/fp/7e713b06c9ba026c355439813f57ff4f-p_e.jpg,1090,2.29,
27751066,29.75366,-95.32899,409000,3,2,1405,77003,0,0,1,0,1930,1,0,1718,5,0.8,4,1.2,2,1.4,1,199000,366,4277.592,"520 N Estelle St, Houston, TX 77003",4277.592,https://photos.zillowstatic.com/fp/760ffd4d3e52b006da318b6c3dd3b4e8-p_e.jpg,1090,2.29,
