zid,Address,Lat,Lng,Price,Image,Bedrooms,Bathrooms,lotArea,constructedArea,zipCode,CountyId,taxRate,hasGarage,hasPool,hasCooling,hasView,yearBuilt,stories,parkingSpaces,annualHOI,annualHOA,schoolElemRating,schoolElemDist,schoolMidRating,schoolMidDist,schoolHighRating,schoolHighDist,priceIncreased,priceDiff,days,lotAreaSQFT
28428379,"13347 Crim Rd, Houston, TX 77049",29.820599,-95.21019,250000.0,https://photos.zillowstatic.com/fp/4e491f49cc2b767309642e97f5f5e8ca-p_e.jpg,3.0,2,6324.912,1466.0,77049,1090,2.29,1,0,1,0,1998.0,1.0,2,1002,,999.0,999.0,999,999.0,999,999.0,0,-11500,101,6324.912
123234367,"17335 Stonehedge Dr, Houston, TX 77073",29.969004,-95.37964,239000.0,https://photos.zillowstatic.com/fp/939722789dc4174d3d56b1a0541e9278-p_e.jpg,4.0,2,5488.56,1787.0,77073,1090,2.29,1,0,1,0,2013.0,1.0,2,1004,$533 annually,999.0,999.0,999,999.0,999,999.0,0,0,0,5488.56
245769312,"10310 Solitude Way, Houston, TX 77044",29.868267,-95.20395,245000.0,https://photos.zillowstatic.com/fp/9d7d6654e58f702fe1473259e207645c-p_e.jpg,3.0,2,4399.56,1650.0,77044,1090,2.29,1,0,1,0,2017.0,1.0,2,1004,$500 annually,3.0,0.2,3,1.3,4,1.2,0,-6000,35,4399.56
27579361,"7411 Marisol Dr, Houston, TX 77083",29.694838,-95.664986,2200.0,https://photos.zillowstatic.com/fp/2eb10381dca96d323c45181c54a671aa-p_e.jpg,2.0,2,5719.428,1471.0,77083,2698,2.41,1,0,1,0,1982.0,1.0,2,1004,$350 annually,7.0,0.6,4,1.2,4,1.5,0,0,0,5719.428
27751163,"224 Adams St, Houston, TX 77011",29.748281,-95.32205,239000.0,https://photos.zillowstatic.com/fp/7c97f849559bcddb93dcdaefcd99e801-p_e.jpg,3.0,1,5000.688,1072.0,77011,1090,2.29,0,0,1,0,1926.0,1.0,0,1004,,5.0,0.3,4,0.8,2,1.2,0,0,177,5000.688
27828825,"2418 Delafield St, Houston, TX 77023",29.71624,-95.32269,259900.0,https://photos.zillowstatic.com/fp/6a06889faa51580aebd60afcfbc20b68-p_e.jpg,3.0,1,5702.004,1329.0,77023,1090,2.29,1,0,1,0,1928.0,1.0,3,1004,,5.0,0.4,4,1.2,2,1.1,0,-20900,137,5702.004
27871040,"5210 Pickfair St, Houston, TX 77026",29.80812,-95.31844,60000.0,https://photos.zillowstatic.com/fp/33efecb8d7918180a57525a663aa1c9b-p_e.jpg,3.0,2,0.3444,988.0,77026,1090,2.29,1,0,1,0,1955.0,1.0,2,1004,,4.0,0.2,3,0.8,3,0.9,1,179000,2131,15002.063999999998
27872128,"7312 Shotwell St, Houston, TX 77028",29.826256,-95.312,229900.0,https://photos.zillowstatic.com/fp/247ea50c627eb551256c5df04d265037-p_e.jpg,3.0,2,10258.38,1568.0,77028,1090,2.29,0,0,1,0,2023.0,1.0,0,1004,,3.0,0.5,3,1.5,3,0.3,1,9100,3711,10258.38
27892504,"2505 Fairbanks St, Houston, TX 77026",29.810448,-95.346886,925.0,https://photos.zillowstatic.com/fp/8a0c00706894b3a4ea4a1b778f651be8-p_e.jpg,2.0,1,6298.776,832.0,77026,1090,2.29,0,0,1,0,1940.0,1.0,0,1004,,4.0,0.7,3,1.1,2,1.8,1,238100,1767,6298.776
27932918,"7019 Sur Ct, Houston, TX 77033",29.675571,-95.33734,20000.0,https://photos.zillowstatic.com/fp/8d6c72893ce7f08c4dc26c53f888c580-p_e.jpg,4.0,2,8373.0,1596.0,77033,1090,2.29,0,0,1,0,1950.0,1.0,0,1004,,4.0,0.5,3,1.7,3,2.2,1,219000,4166,8373.0
27956162,"506 Christine St, Houston, TX 77017",29.695742,-95.24161,248500.0,https://photos.zillowstatic.com/fp/deb9b9039ce755d981c6c5d1702fb831-p_e.jpg,3.0,2,6599.34,1448.0,77017,1090,2.29,0,0,1,0,1955.0,1.0,0,1004,,3.0,0.1,6,1.6,2,1.0,0,-9500,92,6599.34
28060807,"12202 Macnaughton Dr, Houston, TX 77039",29.901627,-95.318504,239000.0,https://photos.zillowstatic.com/fp/89160ba58dc1fd2ad059f66d44e68554-p_e.jpg,3.0,1,7139.484,1222.0,77039,1090,2.29,1,0,1,0,1965.0,1.0,0,1004,,999.0,999.0,999,999.0,999,999.0,0,0,0,7139.484
28123782,"11023 Sagevalley Dr, Houston, TX 77089",29.592924,-95.224625,114480.0,https://photos.zillowstatic.com/fp/25532c49e7e1761564654cfb9d02edd0-p_e.jpg,3.0,2,9029.988,1745.0,77089,1090,2.29,1,0,1,0,1967.0,1.0,2,1004,,6.0,1.6,6,0.6,5,0.9,1,124520,2905,9029.988
28185018,"7746 Willow Mint Ln, Houston, TX 77086",29.923983,-95.50756,59900.0,https://photos.zillowstatic.com/fp/07f29cd2df1da2614377d1776dd97041-p_e.jpg,3.0,2,6298.776,1639.0,77086,1090,2.29,1,0,1,0,1972.0,1.0,2,1004,$350 annually,4.0,0.8,4,3.1,2,2.7,1,179100,4672,6298.776
28222015,"15923 Timber Valley Dr, Houston, TX 77070",30.002033,-95.57571,170000.0,https://photos.zillowstatic.com/fp/e6ca3ea92b9cadfa96c567f00bd49452-p_e.jpg,3.0,2,7562.016,1656.0,77070,1090,2.29,1,0,1,0,1976.0,1.0,2,1004,$280 annually,8.0,1.2,6,1.1,5,0.9,1,69000,1809,7562.016
28241339,"8410 Sorrel Dr, Houston, TX 77064",29.90545,-95.50832,239000.0,https://photos.zillowstatic.com/fp/d39566bb2a39f460b9cd296f984022f0-p_e.jpg,3.0,2,7200.468,1404.0,77064,1090,2.29,1,0,1,0,1977.0,1.0,2,1004,$350 annually,4.0,0.7,7,3.8,4,3.3,0,0,11662,7200.468
28284324,"11510 Ridge Run Dr, Houston, TX 77064",29.939371,-95.566956,239000.0,https://photos.zillowstatic.com/fp/96934929e5b628ae28e338ed186716fa-p_e.jpg,3.0,2,7200.468,1848.0,77064,1090,2.29,1,0,1,0,1978.0,1.0,2,1004,$350 annually,4.0,0.4,5,0.5,5,1.6,0,0,0,7200.468
28360817,"10622 Umber Ct, Houston, TX 77099",29.664873,-95.588745,239000.0,https://photos.zillowstatic.com/fp/2aa1a44d1d5d96ecaddefca9f903888f-p_e.jpg,3.0,2,5401.44,1272.0,77099,1090,2.29,1,0,1,0,1983.0,1.0,2,1004,,4.0,1.1,6,1.1,3,3.0,0,0,70,5401.44
337098031,"24803 Kessing Creek Ln, Huffman, TX 77336",30.030285,-95.10848,268000.0,https://photos.zillowstatic.com/fp/ad7cfe6f1fddcfbf8580eedcc8c2cfaa-p_e.jpg,3.0,2,5000.688,1487.0,77336,1090,2.29,1,0,1,0,2020.0,1.0,2,1004,$400 annually,4.0,0.4,4,3.1,6,3.1,0,-29000,69,5000.688
97661391,"6414 Goforth St, Houston, TX 77021",29.694826,-95.354195,1595.0,https://photos.zillowstatic.com/fp/00a3717337f73ca2470243f471b1c1f5-p_e.jpg,3.0,2,5000.688,1548.0,77021,1090,2.29,1,0,1,0,2009.0,2.0,1,1004,,3.0,1.4,3,0.6,2,1.7,0,-60900,48,5000.688
161436509,"1435 Brighton Fort Dr, Houston, TX 77073",30.014353,-95.40925,239568.0,https://photos.zillowstatic.com/fp/a6cce6788b56c10db0277835beefec6b-p_e.jpg,4.0,3,4887.432,1477.0,77073,1090,2.29,1,0,1,0,2016.0,2.0,2,1006,$350 annually,999.0,999.0,999,999.0,999,999.0,0,0,0,4887.432
27915750,"122 Obion Rd, Houston, TX 77076",29.856108,-95.39874,183900.0,https://photos.zillowstatic.com/fp/824b70439b2e620583526d8fbaddd70f-p_e.jpg,3.0,2,6002.568,1290.0,77076,1090,2.29,0,0,1,0,1952.0,1.0,0,1008,,4.0,0.8,3,1.1,1,2.4,1,56000,1050,6002.568
28242327,"2123 Drayton Ln, Houston, TX 77088",29.887663,-95.43626,,https://photos.zillowstatic.com/fp/ae92ea2d66c248afb9dad3c270958e54-p_e.jpg,4.0,2,6599.34,1962.0,77088,1090,2.29,0,0,1,0,1977.0,1.0,0,1008,,999.0,999.0,999,999.0,999,999.0,0,0,2967,6599.34
28270994,"12834 Ashford Chase Dr, Houston, TX 77082",29.73244,-95.61364,,https://photos.zillowstatic.com/fp/987650f03d531b0bd09210e136aee131-p_e.jpg,3.0,2,6860.7,2047.0,77082,1090,2.29,1,0,1,0,1977.0,1.0,1,1008,$584 annually,5.0,0.6,6,1.8,3,1.6,0,0,6691,6860.7
28368154,"3315 Honey Creek Dr, Houston, TX 77082",29.723597,-95.66091,164900.0,https://photos.zillowstatic.com/fp/0c2b1f4631e162dad4307109498458d8-p_e.jpg,3.0,2,7013.16,2001.0,77082,1090,2.29,1,0,1,0,1980.0,1.0,2,1008,$190 annually,6.0,0.5,6,1.0,3,3.8,1,85090,2104,7013.16
28401974,"10639 Autumn Meadow Ln, Houston, TX 77064",29.925928,-95.57937,239950.0,https://photos.zillowstatic.com/fp/f8e6c60ebd835c09f3bb921f4df518c6-p_e.jpg,3.0,2,5183.64,1392.0,77064,1090,2.29,1,0,1,0,1982.0,1.0,1,1008,$220 annually,4.0,1.1,5,0.7,5,2.6,0,0,8070,5183.64
27755448,"2526 Glen Ave, Houston, TX 77088",29.866447,-95.45071,1400.0,https://photos.zillowstatic.com/fp/67e55cf1d4596de421241f110835aade-p_e.jpg,3.0,2,10201.752,1620.0,77088,1090,2.29,0,0,1,0,2017.0,1.0,0,1008,,2.0,1.3,2,1.2,4,0.5,0,0,0,10201.752
2061843722,"10530 Orchid St, Houston, TX 77017",29.8647,-95.2829,267580.0,https://photos.zillowstatic.com/fp/c1a3092e96aed6bf12ef4aeba0bbbaba-p_e.jpg,3.0,2,5200.0,1553.0,77017,1090,2.29,1,0,1,0,2022.0,2.0,2,1008,$450 annually,3.0,2.0,4,1.1,2,1.2,0,-27590,95,5200.0
2061963213,"10523 Meadow Saffron Ln, Houston, TX 77016",,,264315.0,https://photos.zillowstatic.com/fp/c1a3092e96aed6bf12ef4aeba0bbbaba-p_e.jpg,3.0,2,5200.0,1553.0,77016,1090,2.29,1,0,1,0,2022.0,2.0,2,1008,$450 annually,3.0,1.2,4,0.8,2,2.2,0,-24325,110,5200.0
2062681405,"Imperial Heights - Leon Plan, Imperial Heights",30.013897,-95.41606,278990.0,https://photos.zillowstatic.com/fp/029441ad3cfd5fb5412fc2394dffe335-p_e.jpg,3.0,3,,1759.0,77073,1090,2.29,0,0,0,0,2023.0,,2,1008,,999.0,999.0,999,999.0,999,999.0,0,-39000,147,
84059747,"526 Silky Leaf Dr, Houston, TX 77073",29.969404,-95.411606,69900.0,https://photos.zillowstatic.com/fp/ec11f93cce13dedb38a986e2326ed3a1-p_e.jpg,3.0,3,3998.808,2121.0,77073,1090,2.29,1,0,1,0,2007.0,2.0,2,1155,$450 annually,5.0,0.5,2,6.0,1,3.1,1,205090,4086,3998.808
123240081,"18927 Porchlight Ct, Houston, TX 77073",29.973742,-95.40371,274999.0,https://photos.zillowstatic.com/fp/136255995fe7848b0601106196d4148f-p_e.jpg,4.0,3,2975.148,1983.0,77073,1090,2.29,1,0,1,0,2013.0,2.0,2,1155,$600 annually,999.0,999.0,999,999.0,999,999.0,0,0,0,2975.148
28428844,"7434 Puerta Vallarta Dr, Houston, TX 77083",29.696503,-95.62355,274999.0,https://photos.zillowstatic.com/fp/613f63858a7f3b76b11b61e541bbadcb-p_e.jpg,3.0,2,5301.252,1636.0,77083,1090,2.29,1,0,1,0,1982.0,1.0,2,1155,$400 annually,6.0,1.6,4,0.5,3,1.6,0,0,0,5301.252
120774997,"2718 Skyview Moon Dr, Houston, TX 77047",29.624891,-95.38095,165000.0,https://photos.zillowstatic.com/fp/3eb2d29ed4a032c5491368ac49a94fb7-p_e.jpg,3.0,2,5013.756,1817.0,77047,1090,2.29,1,0,1,0,2013.0,1.0,2,1155,$350 annually,3.0,1.0,2,3.1,3,2.2,1,110000,1899,5013.756
126256287,"16506 Mandate Dr, Houston, TX 77049",29.809206,-95.1363,1500.0,https://photos.zillowstatic.com/fp/b34cc19b56226b5864d0ef35ecf2cc1e-p_e.jpg,3.0,3,4400.0,2080.0,77049,1090,2.29,1,0,1,0,2014.0,2.0,2,1155,$450 annually,5.0,0.4,5,0.7,4,1.2,0,0,0,4400.0
161368145,"1927 Banna Dr, Houston, TX 77090",30.010754,-95.45878,260000.0,https://photos.zillowstatic.com/fp/68f7c884f642e014e0539b316c334823-p_e.jpg,4.0,3,3332.34,2465.0,77090,1090,2.29,1,0,1,0,2017.0,2.0,2,1155,$495 annually,6.0,0.3,3,2.6,2,0.8,1,15000,66,3332.34
2060668044,"2008 Stevens St, Houston, TX 77026",29.780117,-95.34352,275000.0,https://photos.zillowstatic.com/fp/fcc090093cf1796964677c460c577ef8-p_e.jpg,3.0,2,3402.036,1455.0,77026,1090,2.29,0,0,1,0,2022.0,1.0,0,1155,,5.0,0.6,3,1.6,2,0.9,0,0,0,3402.036
251273149,"14625 Muscatine St, Houston, TX 77015",29.772978,-95.161644,299900.0,https://photos.zillowstatic.com/fp/15198f6a403d1f35fbf5fd9b5f006294-p_e.jpg,5.0,3,5501.628,2240.0,77015,1090,2.29,0,0,1,0,2018.0,1.0,0,1155,,999.0,999.0,999,999.0,999,999.0,0,-24900,176,5501.628
27746373,"1812 McKee St, Houston, TX 77009",29.777794,-95.35194,300000.0,https://photos.zillowstatic.com/fp/09e6b39bfc971451a2077c4d7f22497b-p_e.jpg,4.0,3,4647.852,1960.0,77009,1090,2.29,0,0,1,0,1910.0,1.0,3,1155,,5.0,0.1,5,0.4,2,0.5,0,-25000,203,4647.852
27809366,"7610 Almeda Genoa Rd, Houston, TX 77075",29.620253,-95.287025,275000.0,https://photos.zillowstatic.com/fp/abc6b62691b170c996105b042600ab4b-p_e.jpg,3.0,1,0.5188,2275.0,77075,1090,2.29,0,0,1,0,1947.0,1.0,0,1155,,5.0,1.1,2,3.1,3,2.4,0,0,0,22598.928
27821932,"8510 Harding St, Houston, TX 77012",29.709461,-95.27268,114000.0,https://photos.zillowstatic.com/fp/ed6d487945f82df6ba5210f9c5562896-p_e.jpg,3.0,2,6198.588,1472.0,77012,1090,2.29,1,0,1,0,1946.0,1.0,2,1155,,8.0,0.9,2,0.5,3,0.3,1,161000,883,6198.588
27838386,"1411 E 35th St, Houston, TX 77022",29.81815,-95.380264,229900.0,https://photos.zillowstatic.com/fp/ed7dc7b7ff4af64a6cbc66155e5c5f46-p_e.jpg,3.0,2,3998.808,1200.0,77022,1090,2.29,0,0,1,0,1950.0,1.0,0,1155,,4.0,0.6,3,3.5,3,1.2,1,45100,745,3998.808
27876344,"607 Coral St, Houston, TX 77023",29.721481,-95.28867,99900.0,https://photos.zillowstatic.com/fp/1c7e0ced0e44f168d02cdf610e1c74c7-p_e.jpg,3.0,2,7204.824,1377.0,77023,1090,2.29,0,0,1,0,1949.0,1.0,0,1155,,5.0,0.8,3,1.4,3,1.0,1,175100,1879,7204.824
27950539,"3631 Luca St, Houston, TX 77021",29.698006,-95.36433,299990.0,https://photos.zillowstatic.com/fp/9b01afe5248af0f6d73651af0d03e0a3-p_e.jpg,3.0,2,8681.508,2734.0,77021,1090,2.29,0,0,1,0,1945.0,1.0,0,1155,,4.0,0.5,3,0.4,2,1.6,0,-24990,302,8681.508
27951209,"5207 Dewberry St, Houston, TX 77021",29.693583,-95.33795,275000.0,https://photos.zillowstatic.com/fp/a31e6c42d4af1b1149291164976620a5-p_e.jpg,4.0,2,6599.34,1576.0,77021,1090,2.29,0,0,1,0,1953.0,1.0,0,1155,,3.0,0.3,3,1.6,2,2.1,0,0,0,6599.34
27953756,"4613 Plaag St, Houston, TX 77016",29.833597,-95.32182,275000.0,https://photos.zillowstatic.com/fp/ed005de015472a5df6245910d5165d16-p_e.jpg,4.0,3,4774.176,1716.0,77016,1090,2.29,0,0,1,0,1940.0,1.0,0,1155,,3.0,0.6,3,1.5,3,0.8,0,0,0,4774.176
27977058,"4829 Willowbend Blvd, Houston, TX 77035",29.663933,-95.460945,495000.0,https://photos.zillowstatic.com/fp/71ecaa74329edc3025b6618b20d46201-p_e.jpg,4.0,4,0.7017,3467.0,77035,1090,2.29,1,0,1,0,1955.0,1.0,4,1155,,5.0,0.4,5,0.9,2,1.5,0,-220000,488,30566.052
27997909,"4521 Willowbend Blvd, Houston, TX 77035",29.664064,-95.45407,305000.0,https://photos.zillowstatic.com/fp/86dfec129685229c6913c83c3d25b26b-p_e.jpg,4.0,2,9374.112,1846.0,77035,1090,2.29,1,0,1,0,1955.0,1.0,2,1155,$125 annually,5.0,0.2,5,1.3,2,1.9,0,-30000,60,9374.112
28032568,"4302 Warm Springs Rd, Houston, TX 77035",29.65572,-95.44901,325000.0,https://photos.zillowstatic.com/fp/7b0a44f885c9178be181ffc607a3fe18-p_e.jpg,3.0,2,8441.928,1161.0,77035,1090,2.29,1,0,1,0,1955.0,1.0,1,1155,,5.0,0.8,5,1.8,2,2.0,0,-50000,47,8441.928
28036839,"11039 Cedarview Ln, Houston, TX 77041",29.860744,-95.57238,275000.0,https://photos.zillowstatic.com/fp/c6333497ebe578c3acd00d00fd63b304-p_e.jpg,4.0,3,7801.596,1640.0,77041,1090,2.29,1,0,1,0,1972.0,1.0,2,1155,,6.0,1.9,5,3.7,5,2.8,0,0,0,7801.596
28049370,"711 Corydon Dr, Huffman, TX 77336",30.0209,-95.1086,224900.0,https://photos.zillowstatic.com/fp/c4ab16d518d5635a39e18a0bf2ed3f50-p_e.jpg,3.0,2,0.2865,2041.0,77336,1090,2.29,0,0,1,0,1964.0,1.0,0,1155,$278 annually,4.0,0.4,4,3.3,6,3.3,1,50100,937,12479.939999999999
28079831,"12606 Cardiff Rd, Houston, TX 77037",29.882177,-95.369316,102800.0,https://photos.zillowstatic.com/fp/9cc6518bf393316eae3ba0d5c84d0bd4-p_e.jpg,5.0,3,7348.572,2456.0,77037,1090,2.29,0,0,1,0,1961.0,1.0,0,1155,,4.0,0.5,3,0.9,1,2.2,1,172200,4298,7348.572
28097516,"9406 Autauga St, Houston, TX 77080",29.827326,-95.52467,239000.0,https://photos.zillowstatic.com/fp/92500e15938cf0a847fcce5a7625292d-p_e.jpg,3.0,2,8481.132,1401.0,77080,1090,2.29,1,0,1,0,1969.0,1.0,2,1155,,3.0,0.5,5,0.7,2,0.8,1,36000,261,8481.132
28115874,"11603 Carvel Ln, Houston, TX 77072",29.69679,-95.58305,150000.0,https://photos.zillowstatic.com/fp/c2887d3027642a1b17b5e1bf67af6147-p_e.jpg,3.0,2,7331.148,1667.0,77072,1090,2.29,0,0,1,0,1967.0,1.0,0,1155,$170 annually,5.0,0.9,4,2.1,3,1.5,1,125000,1770,7331.148
28147448,"12614 Dakar Dr, Houston, TX 77065",29.939795,-95.61128,1500.0,https://photos.zillowstatic.com/fp/895cdfcaefd3bc8351299564b0d33529-p_e.jpg,3.0,2,0.2514,1423.0,77065,1090,2.29,1,0,1,0,1972.0,1.0,2,1155,,5.0,0.2,8,2.5,7,2.7,1,102500,2078,10950.984
28185868,"7618 Williams St, Houston, TX 77040",29.874832,-95.505264,295000.0,https://photos.zillowstatic.com/fp/f779a08df79311d3f91082148ca68e10-p_e.jpg,3.0,2,6599.34,1426.0,77040,1090,2.29,0,0,1,0,1973.0,1.0,0,1155,$155 annually,999.0,999.0,999,999.0,999,999.0,0,-20000,66,6599.34
28225859,"2162 Oak Shores Dr, Humble, TX 77339",30.064201,-95.215324,195000.0,https://photos.zillowstatic.com/fp/437ad28e3f5a2a9c430731f0a07f0d31-p_e.jpg,3.0,2,9199.872,1916.0,77339,1090,2.29,1,0,1,0,1976.0,1.0,2,1155,$350 annually,5.0,0.4,6,0.6,5,0.5,1,80000,1124,9199.872
28288884,"13851 Aspen Hollow Ln, Houston, TX 77082",29.725864,-95.63422,88000.0,https://photos.zillowstatic.com/fp/352e85977fd2297950396daf99733482-p_e.jpg,3.0,3,7718.832,1592.0,77082,1090,2.29,1,0,1,0,1981.0,2.0,2,1155,$400 annually,5.0,1.9,6,1.0,3,2.2,1,187000,9030,7718.832
28321228,"9807 Pine Pass Dr, Houston, TX 77070",29.948717,-95.565926,65000.0,https://photos.zillowstatic.com/fp/ba75a6495d369db86fe83f4ff4b5887f-p_e.jpg,4.0,3,8799.12,2150.0,77070,1090,2.29,1,0,1,0,1982.0,2.0,1,1155,,6.0,2.3,6,1.3,5,1.1,1,210000,4440,8799.12
28333084,"17814 Fieldglen Dr, Houston, TX 77084",29.873844,-95.68111,115900.0,https://photos.zillowstatic.com/fp/a4a4f319fbebb8cf42f5792bcf3463d0-p_e.jpg,3.0,2,6599.34,1762.0,77084,1090,2.29,1,0,1,0,1980.0,1.0,2,1155,$250 annually,6.0,1.0,6,1.4,6,0.5,1,159100,4484,6599.34
28337285,"15107 Felgate Creek Dr, Houston, TX 77084",29.871195,-95.63491,109500.0,https://photos.zillowstatic.com/fp/b1ca706089aa7759e9dcaf62b56bb991-p_e.jpg,3.0,2,7348.572,1668.0,77084,1090,2.29,1,0,1,0,1983.0,1.0,2,1155,$365 annually,5.0,0.3,5,0.2,5,3.0,1,165500,4650,7348.572
28337684,"16806 Blend Stone, Houston, TX 77084",29.874338,-95.6647,98000.0,https://photos.zillowstatic.com/fp/f1f8267e113761827f2154a89c559aaf-p_e.jpg,3.0,2,7000.0,1531.0,77084,1090,2.29,1,0,1,0,1982.0,1.0,2,1155,$410 annually,5.0,1.0,6,0.6,6,0.9,1,177000,4206,7000.0
28369199,"13526 Quetzal Ln, Houston, TX 77083",29.702627,-95.62223,57500.0,https://photos.zillowstatic.com/fp/b60c75abf8c2d65db0a8b94496842bf1-p_e.jpg,3.0,2,5026.824,1544.0,77083,1090,2.29,1,0,1,0,1984.0,1.0,2,1155,$410 annually,6.0,1.7,4,0.6,3,1.3,1,217500,2787,5026.824
28372907,"15510 Pebble Lake Dr, Houston, TX 77095",29.905563,-95.638855,125000.0,https://photos.zillowstatic.com/fp/acbe51f357861ed22ec8096ff8188ab9-p_e.jpg,4.0,2,7474.896,1884.0,77095,1090,2.29,1,0,1,0,1981.0,1.0,2,1155,$600 annually,6.0,0.4,7,0.6,5,0.9,1,150000,4738,7474.896
28408202,"3622 Timber Rock Ct, Houston, TX 77082",29.718971,-95.66232,1750.0,https://photos.zillowstatic.com/fp/8eb9896e426df1d8e5052876652f532c-p_e.jpg,3.0,3,6599.34,2400.0,77082,1090,2.29,1,0,1,0,1981.0,1.0,1,1155,$200 annually,6.0,0.5,6,0.8,3,3.8,1,90000,1446,6599.34
28411813,"8607 Connaught Garden Dr, Houston, TX 77083",29.685347,-95.61866,120000.0,https://photos.zillowstatic.com/fp/571fdac99d791a7c17d5897a7690df82-p_e.jpg,4.0,2,8751.204,2264.0,77083,1090,2.29,1,0,1,0,1981.0,1.0,2,1155,$400 annually,6.0,1.2,6,2.6,3,1.9,1,179000,4527,8751.204
28418924,"3423 Haven Oaks Dr, Houston, TX 77068",30.006645,-95.48952,185000.0,https://photos.zillowstatic.com/fp/6bcd7144acb289e41ad1f4d8cb1916e1-p_e.jpg,4.0,4,8394.012,2655.0,77068,1090,2.29,1,0,1,0,1983.0,2.0,1,1155,$675 annually,4.0,0.7,3,0.8,2,2.7,1,90000,3175,8394.012
28460120,"7622 Quintero Dr, Houston, TX 77083",29.69464,-95.62688,140000.0,https://photos.zillowstatic.com/fp/35f6c463bf5080f4fa0612d168abeb06-p_e.jpg,4.0,3,6351.048,2416.0,77083,1090,2.29,1,0,1,0,1991.0,2.0,2,1155,$376 annually,6.0,1.8,6,1.9,3,1.8,1,135000,5036,6351.048
